title,address,meters,zone,direction,link,price,num,update_date,other 
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
中国铁建江南国际城5居室 02卧,中国铁建江南国际城,14.2,5室1厅,南,https://hz.lianjia.com/zufang/HZ0005525853.html,2130,0,2018.08.22 ,萧山新城区租房/低楼层(共34层)/2017年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
绿地旭辉城 4室2厅 12000元,绿地旭辉城,130,4室2厅,南,https://hz.lianjia.com/zufang/103102776088.html,12000,1,2018.09.07 ,奥体租房/中楼层(共48层)/2017年建板楼
绿地旭辉城 4室2厅 12000元,绿地旭辉城,130,4室2厅,南,https://hz.lianjia.com/zufang/103102776088.html,12000,1,2018.09.07 ,奥体租房/中楼层(共48层)/2017年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
中国铁建江南国际城5居室 02卧,中国铁建江南国际城,14.2,5室1厅,南,https://hz.lianjia.com/zufang/HZ0005525853.html,2130,0,2018.08.22 ,萧山新城区租房/低楼层(共34层)/2017年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
绿地旭辉城 4室2厅 12000元,绿地旭辉城,130,4室2厅,南,https://hz.lianjia.com/zufang/103102776088.html,12000,1,2018.09.07 ,奥体租房/中楼层(共48层)/2017年建板楼
绿地旭辉城 4室2厅 12000元,绿地旭辉城,130,4室2厅,南,https://hz.lianjia.com/zufang/103102776088.html,12000,1,2018.09.07 ,奥体租房/中楼层(共48层)/2017年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
中国铁建江南国际城5居室 02卧,中国铁建江南国际城,14.2,5室1厅,南,https://hz.lianjia.com/zufang/HZ0005525853.html,2130,0,2018.08.22 ,萧山新城区租房/低楼层(共34层)/2017年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
绿地旭辉城 4室2厅 12000元,绿地旭辉城,130,4室2厅,南,https://hz.lianjia.com/zufang/103102776088.html,12000,1,2018.09.07 ,奥体租房/中楼层(共48层)/2017年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
中国铁建江南国际城5居室 02卧,中国铁建江南国际城,14.2,5室1厅,南,https://hz.lianjia.com/zufang/HZ0005525853.html,2130,0,2018.08.22 ,萧山新城区租房/低楼层(共34层)/2017年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
景芳新五区大两房，朝南户型，采光好，家具家电齐全。,景芳新五区,92.27,2室2厅,南,https://hz.lianjia.com/zufang/103102382993.html,5600,1,2018.09.08 ,景芳租房/高楼层(共7层)/2000年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
良渚文化村白鹭郡南 2室1厅 4000元,良渚文化村白鹭郡南,87,2室1厅,南 北,https://hz.lianjia.com/zufang/103102747428.html,4000,1,2018.09.05 ,良渚租房/低楼层(共4层)/2010年建板楼
良渚文化村白鹭郡南 2室1厅 4000元,良渚文化村白鹭郡南,87,2室1厅,南 北,https://hz.lianjia.com/zufang/103102747428.html,4000,1,2018.09.05 ,良渚租房/低楼层(共4层)/2010年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
良渚文化村白鹭郡南 2室1厅 4000元,良渚文化村白鹭郡南,87,2室1厅,南 北,https://hz.lianjia.com/zufang/103102747428.html,4000,1,2018.09.05 ,良渚租房/低楼层(共4层)/2010年建板楼
良渚文化村白鹭郡南 2室1厅 4000元,良渚文化村白鹭郡南,87,2室1厅,南 北,https://hz.lianjia.com/zufang/103102747428.html,4000,1,2018.09.05 ,良渚租房/低楼层(共4层)/2010年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
绿地旭辉城 3室1厅 7500元,绿地旭辉城,89,3室1厅,南,https://hz.lianjia.com/zufang/103102844273.html,7500,4,2018.09.07 ,奥体租房/中楼层(共47层)/2017年建板楼
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,东,https://hz.lianjia.com/zufang/HZ0005518330.html,1690,0,2018.08.22 ,白马湖租房/中楼层(共28层)/暂无数据
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,东,https://hz.lianjia.com/zufang/HZ0005518330.html,1690,0,2018.08.22 ,白马湖租房/中楼层(共28层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,东,https://hz.lianjia.com/zufang/HZ0005518330.html,1690,0,2018.08.22 ,白马湖租房/中楼层(共28层)/暂无数据
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,东,https://hz.lianjia.com/zufang/HZ0005518330.html,1690,0,2018.08.22 ,白马湖租房/中楼层(共28层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,东,https://hz.lianjia.com/zufang/HZ0005518330.html,1690,0,2018.08.22 ,白马湖租房/中楼层(共28层)/暂无数据
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
绿地旭辉城 1室1厅 4500元,绿地旭辉城,60,1室1厅,东,https://hz.lianjia.com/zufang/103102752803.html,4500,8,2018.09.06 ,奥体租房/中楼层(共26层)/2016年建板楼
白马湖小区白鹤苑5居室 03卧,白马湖小区白鹤苑,8.5,5室1厅,东,https://hz.lianjia.com/zufang/HZ0005523668.html,1690,0,2018.08.22 ,白马湖租房/高楼层(共28层)/暂无数据
景芳东区 2室1厅 5300元,景芳东区,65,2室1厅,南,https://hz.lianjia.com/zufang/103102837921.html,5300,0,2018.09.04 ,景芳租房/中楼层(共7层)/1996年建板楼
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,东,https://hz.lianjia.com/zufang/HZ0005518330.html,1690,0,2018.08.22 ,白马湖租房/中楼层(共28层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,东,https://hz.lianjia.com/zufang/HZ0005518330.html,1690,0,2018.08.22 ,白马湖租房/中楼层(共28层)/暂无数据
融信蓝孔雀4居室 03卧,融信蓝孔雀,5.5,4室1厅,北,https://hz.lianjia.com/zufang/HZ0004857548.html,1190,0,2018.08.03 ,申花租房/低楼层(共27层)/2016年建板楼
蓝钻天成 1室1厅 4700元,蓝钻天成,60,1室1厅,南,https://hz.lianjia.com/zufang/103102771908.html,4700,0,2018.09.03 ,申花租房/中楼层(共22层)/2016年建塔楼
耀江文鼎苑 3室2厅 9500元,耀江文鼎苑,120,3室2厅,南,https://hz.lianjia.com/zufang/103102767103.html,9500,0,2018.09.07 ,申花租房/中楼层(共18层)/2007年建板塔结合
